"Authors","Author full names","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract"
"K., Walter, Katharina","Walter, Katharina (55821178700)","55821178700","Literary translation in the age of AI: Reflections on a sustainable market transformation; Literarisches Übersetzen im KI-Zeitalter: Überlegungen zu einer nachhaltigen Markttransformation","2025","Lebende Sprachen","10.1515/les-2025-0019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001864317&doi=10.1515%2Fles-2025-0019&partnerID=40&md5=6c228fe1be09c8bc27b6a73c5a9b3e6a","Although it is less technologized than other language services, (partial) automation has also been witnessed in literary translation. Since 2017, neural machine translation (NMT) systems such as DeepL and, subsequently, large language models (LLMs) such as ChatGPT have been drastically changing, if not revolutionizing, the language industry. LLMs have larger context windows than NMT systems and allow for translations to be adapted to various reception situations. For instance, a text can be simultaneously translated and stylistically raised or lowered, and its literary form can be adapted in the target language. LLMs can also be useful for translating neologisms and other playful or creative textual elements. Despite the advantages of AI-based translation processes, some AI critics want literary translation to remain the sole preserve of humans. They speak of the impending destruction of the literary industry, a sensitive ecosystem, or of human creativity being connected to the desire to answer profound questions, which only humans are capable of, in the process of intellectual debate. Taking account of these conflicting positions, this contribution suggests that artificial intelligence can only transform literary translation in a sustainable way if humans are placed at the center of translation-relevant technological advancements. © 2025 Elsevier B.V., All rights reserved."
"G., Tomaino, Geoff; A.D.J., Cooke, Alan D.J.; J., Hoover, Jim","Tomaino, Geoff (57217589996); Cooke, Alan D.J. (7203078688); Hoover, Jim (58057397600)","57217589996; 7203078688; 58057397600","AI and the advent of the cyborg behavioral scientist","2025","Journal of Consumer Psychology","10.1002/jcpy.1452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001647785&doi=10.1002%2Fjcpy.1452&partnerID=40&md5=e6d830603a93d340598a06bfd243a331","Large Language Models have been incorporated into an astounding breadth of professional domains. Given their capabilities, many intellectual laborers naturally question to what extent these AI models will be able to usurp their own jobs. As behavioral scientists, we performed an effort to examine the extent to which an AI can perform our roles. To achieve this, we utilized commercially available AIs (e.g., ChatGPT 4) to perform each step of the research process, culminating in an AI-written manuscript. We attempted to intervene as little as possible in the AI-led idea generation, empirical testing, analysis, and reporting. This allowed us to assess the limits of AIs in a behavioral research context and propose guidelines for behavioral researchers wanting to utilize AI. We found that the AIs were adept at some parts of the process and wholly inadequate at others. Our overall recommendation is that behavioral researchers use AIs judiciously and carefully monitor the outputs for quality and coherence. We additionally draw implications for editorial teams, doctoral student training, and the broader research ecosystem. © 2025 Elsevier B.V., All rights reserved."
"S., Phuengrod, Siriluk; P., Wannapiroon, Panita; P., Nilsook, Prachyanun","Phuengrod, Siriluk (59155548300); Wannapiroon, Panita (35759613600); Nilsook, Prachyanun (35759156200)","59155548300; 35759613600; 35759156200","THE INTELLIGENT COLLABORATIVE SUPPLY CHAIN MANAGEMENT WITH LARGE LANGUAGE MODELS","2025","Journal of Theoretical and Applied Information Technology","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001186141&partnerID=40&md5=e76c3c44beefd0447b4ec1b560a39dd9","This research explores the development of an Intelligent Collaborative Supply Chain Management (iCSCM) system, driven by Large Language Models (LLMs), to enhance operational efficiency and facilitate collaboration among academic, governmental, and private sectors in advancing University Holding Companies (UHCs). Despite significant progress in AI-driven supply chain management, challenges remain in effectively aligning academic research with industry demands, resulting in suboptimal resource utilization and missed opportunities for commercialization. This study seeks to address these issues by proposing an AI-driven framework to optimize collaboration within this ecosystem. Employing system design frameworks, architectural evaluation matrices, and expert surveys, the study evaluates the proposed system’s effectiveness, demonstrating a high level of suitability (Mean = 4.73, SD = 0.30). The findings underscore the transformative potential of large language models in enhancing collaborative supply chain processes, equipping universities to serve as key innovation hubs that bridge the gap between research and industry applications. © 2025 Elsevier B.V., All rights reserved."
"G., Tumedei, Gianni; C., Ceccarini, Chiara; C., Prandi, Catia","Tumedei, Gianni (57266983900); Ceccarini, Chiara (36514393600); Prandi, Catia (37561894100)","57266983900; 36514393600; 37561894100","How are you, Mar Menor? Fostering Awareness About an Ecological Crisis through Children's Art and Conversational Generative AI","2025","","10.1145/3689050.3705984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000385737&doi=10.1145%2F3689050.3705984&partnerID=40&md5=f1c80c17272533f363c4203bac4407f0","Educating children and teenagers on environmental issues is crucial, as they not only internalize the importance of ecological preservation but can also share this knowledge at home, spreading awareness within their families and communities about these delicate matters. In this work, we introduce an innovative approach to raising awareness of environmental challenges faced by the Mar Menor lagoon by blending children's art with conversational artificial intelligence. We built an interactive narrative visualization where users can learn about the ecosystem while exploring related drawings created by children and engaging in voice conversations with a chatbot powered by generative AI. To validate our approach, we conducted a preliminary evaluation of the prototype during the European Researchers' Night 2024 where we gathered positive feedback through user tests and questionnaires, proving the potential of combining children's creativity and AI technology to foster environmental stewardship and raise awareness about fragile ecosystems. © 2025 Elsevier B.V., All rights reserved."
"O., Aydın, Orhan","Aydın, Orhan (7005543047)","7005543047","Key Advances in the Research, Development, and Innovation Ecosystem of Türkiye","2025","Insight Turkey","10.25253/99.2025272.2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012447788&doi=10.25253%2F99.2025272.2&partnerID=40&md5=ee5b7a0d32f83ae0a98e8f55eba4bca8","This commentary outlines Türkiye’s significant progress in ad vancing its research, development, and innovation (RDI) ecosystem, led by TÜBİTAK in alignment with the National Technology Move and the Twelfth Development Plan. Key strategic objectives include fostering high-technology production, enabling digital and green transitions, and boosting global competitiveness. TÜBİTAK plays a central role in supporting artificial intelligence, quantum technolo gies, and aerospace advancements through national infrastructure, human capital development, and international cooperation. High lights include the development of Türkiye’s national supercomputer, a Turkish Large Language Model, and breakthroughs in quantum sens ing and post-quantum cryptography. TÜBİTAK also mobilizes young talent through TEKNOFEST and Deneyap Ateliers while strengthen ing bilateral scientific ties. The establishment of the National Quan tum Institute and the successful launch of the indigenous satellite TÜRKSAT 6A are key milestones. This integrated and impact-driven ecosystem positions Türkiye as a global actor, shaping the future of critical technologies in line with its vision for 2053. © 2025 Elsevier B.V., All rights reserved."
"C.T., Nguyen, Cong T.; Y., Liu, Yinqiu; H., Du, Hongyang; T.H., Dinh, Thai Hoang; D.(., Niyato, Dusit (Tao); D.N., Nguyen, Diep N.; S.J.T., Mao, Shiwen J.T.","Nguyen, Cong T. (57209828453); Liu, Yinqiu (57209318696); Du, Hongyang (57211884589); Dinh, Thai Hoang (55939550500); Niyato, Dusit (Tao) (8919714700); Nguyen, Diep N. (57195200196); Mao, Shiwen J.T. (57201755539)","57209828453; 57209318696; 57211884589; 55939550500; 8919714700; 57195200196; 57201755539","Generative AI-Enabled Blockchain Networks: Fundamentals, Applications, and Case Study","2025","IEEE Network","10.1109/MNET.2024.3412161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003025559&doi=10.1109%2FMNET.2024.3412161&partnerID=40&md5=ca502fac6d73c6d4c9b9ad41f3e1b038","Generative Artificial Intelligence (GAI) has recently emerged as a promising solution to address critical challenges of blockchain technology, including scalability, security, privacy, and interoperability. In this paper, we first introduce GAI techniques, outline their applications, and discuss existing solutions for integrating GAI into blockchains. Then, we discuss emerging solutions that demonstrate the effectiveness of GAI in addressing various challenges of blockchain, such as detecting unknown blockchain attacks and smart contract vulnerabilities, designing key secret sharing schemes, and enhancing privacy. Moreover, we present a case study to demonstrate that GAI, specifically the generative diffusion model, can be employed to optimize blockchain network performance metrics. Experimental results clearly show that, compared to a baseline traditional AI approach, the proposed generative diffusion model approach can converge faster, achieve higher rewards, and significantly improve the throughput and latency of the blockchain network. Additionally, we highlight future research directions for GAI in blockchain applications, including personalized GAI-enabled blockchains, GAI-blockchain synergy, and privacy and security considerations within blockchain ecosystems. © 2025 Elsevier B.V., All rights reserved."
"P., Goktas, Polat; A.E., Grzybowski, Andrzej E.","Goktas, Polat (56460117800); Grzybowski, Andrzej E. (7006366839)","56460117800; 7006366839","Shaping the Future of Healthcare: Ethical Clinical Challenges and Pathways to Trustworthy AI","2025","Journal of Clinical Medicine","10.3390/jcm14051605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000271407&doi=10.3390%2Fjcm14051605&partnerID=40&md5=333696c0f19d555ef4f184cebf922439","Background/Objectives: Artificial intelligence (AI) is transforming healthcare, enabling advances in diagnostics, treatment optimization, and patient care. Yet, its integration raises ethical, regulatory, and societal challenges. Key concerns include data privacy risks, algorithmic bias, and regulatory gaps that struggle to keep pace with AI advancements. This study aims to synthesize a multidisciplinary framework for trustworthy AI in healthcare, focusing on transparency, accountability, fairness, sustainability, and global collaboration. It moves beyond high-level ethical discussions to provide actionable strategies for implementing trustworthy AI in clinical contexts. Methods: A structured literature review was conducted using PubMed, Scopus, and Web of Science. Studies were selected based on relevance to AI ethics, governance, and policy in healthcare, prioritizing peer-reviewed articles, policy analyses, case studies, and ethical guidelines from authoritative sources published within the last decade. The conceptual approach integrates perspectives from clinicians, ethicists, policymakers, and technologists, offering a holistic “ecosystem” view of AI. No clinical trials or patient-level interventions were conducted. Results: The analysis identifies key gaps in current AI governance and introduces the Regulatory Genome—an adaptive AI oversight framework aligned with global policy trends and Sustainable Development Goals. It introduces quantifiable trustworthiness metrics, a comparative analysis of AI categories for clinical applications, and bias mitigation strategies. Additionally, it presents interdisciplinary policy recommendations for aligning AI deployment with ethical, regulatory, and environmental sustainability goals. This study emphasizes measurable standards, multi-stakeholder engagement strategies, and global partnerships to ensure that future AI innovations meet ethical and practical healthcare needs. Conclusions: Trustworthy AI in healthcare requires more than technical advancements—it demands robust ethical safeguards, proactive regulation, and continuous collaboration. By adopting the recommended roadmap, stakeholders can foster responsible innovation, improve patient outcomes, and maintain public trust in AI-driven healthcare. © 2025 Elsevier B.V., All rights reserved."
"A., Piñeiro-Martín, Andrés; F.J., Santos-Criado, Francisco Javier; C., Garcia-Mateo, Carmen; L., Docio-Fernandez, Laura; M., del Carmen López-Pérez, María","Piñeiro-Martín, Andrés (57782838100); Santos-Criado, Francisco Javier (57823116300); Garcia-Mateo, Carmen (6701505646); Docio-Fernandez, Laura (7801514037); del Carmen López-Pérez, María (58924675200)","57782838100; 57823116300; 6701505646; 7801514037; 58924675200","Context Is King: Large Language Models’ Interpretability in Divergent Knowledge Scenarios","2025","Applied Sciences (Switzerland)","10.3390/app15031192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217809367&doi=10.3390%2Fapp15031192&partnerID=40&md5=edf376f2b8c5958753b596ed988d03c0","Large language models (LLMs) have revolutionized the field of artificial intelligence in both academia and industry, transforming how we communicate, search for information, and create content. However, these models face knowledge cutoffs and costly updates, driving a new ecosystem for LLM-based applications that leverage interaction techniques to extend capabilities and facilitate knowledge updates. As these models grow more complex, understanding their internal workings becomes increasingly challenging, posing significant issues for transparency, interpretability, and explainability. This paper proposes a novel approach to interpretability by shifting the focus to understanding the model’s functionality within specific contexts through interaction techniques. Rather than dissecting the LLM itself, we explore how contextual information and interaction techniques can elucidate the model’s thought processes. To this end, we introduce the Context-Driven Divergent Knowledge Evaluation (CDK-E) methodology, along with the Divergent Knowledge Dataset (DKD), for evaluating the interpretability of LLMs in context-specific scenarios that diverge from the model’s inherent knowledge. The empirical results demonstrate that advanced LLMs achieve high alignment with divergent contexts, validating our hypothesis that contextual information significantly enhances interpretability. Moreover, the strong correlation between LLM-based metrics and semantic metrics confirms the reliability of our evaluation framework. © 2025 Elsevier B.V., All rights reserved."
"B., Rubinstein, Beny; S., Matos, Sérgio","Rubinstein, Beny (59557590900); Matos, Sérgio (26031510200)","59557590900; 26031510200","Value Creation for Healthcare Ecosystems through Artificial Intelligence Applied to Physician-to-Physician Communication: A Systematic Review","2025","Neural Processing Letters","10.1007/s11063-025-11725-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217745492&doi=10.1007%2Fs11063-025-11725-1&partnerID=40&md5=19e75c4349ee95b15bfcd3bea61cb35c","This study reviews the role of artificial intelligence (AI) in enhancing healthcare through an analysis of physician-to-physician communication. It seeks to identify the best practices for extracting value from professional medical chats (PMCs) and assess the impact of AI on patient outcomes and healthcare systems, emphasizing the integration of ethical and responsible AI practices. We conducted an extensive systematic literature review using the Web of Science Core Collection. Searches encompassed English-language articles published between January 2019 and July 2023 using keywords related to AI, machine learning, natural language processing, and physician communication. Of the 247 articles screened, 13 met the inclusion criteria given their in-depth analysis of AI in healthcare communication, methodological soundness, and relevance to clinical outcomes. The review provides insights into interprofessional communication dynamics, the advancement of NLP and deep learning in medical dialogues, and strategies for effective human-machine collaboration. Ethical considerations and the need for transparency in AI applications are key to these central findings. This study highlights the untapped potential of physician-generated real-world data in creating value for healthcare ecosystems. It advocates for a multidisciplinary strategy encompassing communication, education, and collaboration to advance AI in healthcare responsibly. Moreover, it suggests that by combining existing techniques in the AI discipline, including neural networks, generative AI, and genetic algorithms, as well as keeping a “physician in the loop” when building AI systems, we can have a significant impact on healthcare delivery and medical research. © 2025 Elsevier B.V., All rights reserved."
"T.P., Michael, Todd P.","Michael, Todd P. (7006325792)","7006325792","Can a plant biologist fix a thermostat?","2025","New Phytologist","10.1111/nph.20382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214116363&doi=10.1111%2Fnph.20382&partnerID=40&md5=134692d6877109497738ff46de3dea72","The shift to reductionist biology at the dawn of the genome era yielded a ‘parts list’ of plant genes and a nascent understanding of complex biological processes. Today, with the genomics era in full swing, advances in high-definition genomics enabled precise temporal and spatial analyses of biological systems down to the single-cell level. These insights, coupled with artificial intelligence-driven in silico design, are propelling the development of the first synthetic plants. By integrating reductionist and systems approaches, researchers are not only reimagining plants as sources of food, fiber, and fuel but also as ‘environmental thermostats’ capable of mitigating the impacts of a changing climate. © 2025 Elsevier B.V., All rights reserved."
"Y., Liu, Yue; S.K., Lo, Sin Kit; Q., Lu, Qinghua; L., Zhu, Liming; D., Zhao, Dehai; X., Xu, Xiwei; S., Harrer, Stefan; J., Whittle, Jon","Liu, Yue (57202010999); Lo, Sin Kit (57219797348); Lu, Qinghua (56431802100); Zhu, Liming (7404202229); Zhao, Dehai (56814028500); Xu, Xiwei (55706225900); Harrer, Stefan (24314589900); Whittle, Jon (23006933800)","57202010999; 57219797348; 56431802100; 7404202229; 56814028500; 55706225900; 24314589900; 23006933800","Agent design pattern catalogue: A collection of architectural patterns for foundation model based agents","2025","Journal of Systems and Software","10.1016/j.jss.2024.112278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209237729&doi=10.1016%2Fj.jss.2024.112278&partnerID=40&md5=e4176346a47bfe81e029774d467cae92","Foundation model-enabled generative artificial intelligence facilitates the development and implementation of agents, which can leverage distinguished reasoning and language processing capabilities to takes a proactive, autonomous role to pursue users’ goals. Nevertheless, there is a lack of systematic knowledge to guide practitioners in designing the agents considering challenges of goal-seeking (including generating instrumental goals and plans), such as hallucinations inherent in foundation models, explainability of reasoning process, complex accountability, etc. To address this issue, we have performed a systematic literature review to understand the state-of-the-art foundation model-based agents and the broader ecosystem. In this paper, we present a pattern catalogue consisting of 18 architectural patterns with analyses of the context, forces, and trade-offs as the outcomes from the previous literature review. We propose a decision model for selecting the patterns. The proposed catalogue can provide holistic guidance for the effective use of patterns, and support the architecture design of foundation model-based agents by facilitating goal-seeking and plan generation. © 2024 Elsevier B.V., All rights reserved."
"H.J., Warraich, Haider Javed; T., Tazbaz, Troy; R.M., Califf, Robert M.","Warraich, Haider Javed (16204620000); Tazbaz, Troy (58786032700); Califf, Robert M. (59111332600)","16204620000; 58786032700; 59111332600","FDA Perspective on the Regulation of Artificial Intelligence in Health Care and Biomedicine","2025","JAMA","10.1001/jama.2024.21451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216607326&doi=10.1001%2Fjama.2024.21451&partnerID=40&md5=b2255a4cf956d1f775cefd36a14bdf0f","Importance: Advances in artificial intelligence (AI) must be matched by efforts to better understand and evaluate how AI performs across health care and biomedicine as well as develop appropriate regulatory frameworks. This Special Communication reviews the history of the US Food and Drug Administration's (FDA) regulation of AI; presents potential uses of AI in medical product development, clinical research, and clinical care; and presents concepts that merit consideration as the regulatory system adapts to AI's unique challenges. Observations: The FDA has authorized almost 1000 AI-enabled medical devices and has received hundreds of regulatory submissions for drugs that used AI in their discovery and development. Health AI regulation needs to be coordinated across all regulated industries, the US government, and with international organizations. Regulators will need to advance flexible mechanisms to keep up with the pace of change in AI across biomedicine and health care. Sponsors need to be transparent about and regulators need proficiency in evaluating the use of AI in premarket development. A life cycle management approach incorporating recurrent local postmarket performance monitoring should be central to health AI development. Special mechanisms to evaluate large language models and their uses are needed. Approaches are necessary to balance the needs of the entire spectrum of health ecosystem interests, from large firms to start-ups. The evaluation and regulatory system will need to focus on patient health outcomes to balance the use of AI for financial optimization for developers, payers, and health systems. Conclusions and Relevance: Strong oversight by the FDA protects the long-term success of industries by focusing on evaluation to advance regulated technologies that improve health. The FDA will continue to play a central role in ensuring safe, effective, and trustworthy AI tools to improve the lives of patients and clinicians alike. However, all involved entities will need to attend to AI with the rigor this transformative technology merits. © 2025 Elsevier B.V., All rights reserved."
"K., Rong, Ke; X., Shi, Xinwei; R., Lyu, Ruoming","Rong, Ke (35318749700); Shi, Xinwei (57222259458); Lyu, Ruoming (59541676300)","35318749700; 57222259458; 59541676300","Empowering the sustainable development of the AI industry ecosystem with the “i7C” framework; “i7 算”赋能 AI 产业生态可持续发展","2025","Studies in Science of Science","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216900652&partnerID=40&md5=f0369c6a506be38e1e93b9d40380da53","The global landscape of AI presents both opportunities and obstacles. Over the decades since the concept of Artificial Intelligence (AI) was initiated, AI has witnessed waves of development, from early attempts to create human-like conversational agents to the recent surge in deep learning and big data. The 21st century has seen remarkable breakthroughs, with applications spanning various industries, including technology, healthcare, and education. Efforts to address AIś impact on society are evident in the development of ethical guidelines and regulations. Countries and regions around the world are working on refining legal frameworks for AI. While research and technology advancements are rapid, the commercialization of AI encounters persistent barriers. Despite significant progress, ethical debates concerning AIś interaction with human society are still heated, and AI applications also grapple with unresolved issues in pertinent scenarios. For the technological innovation problem, large language models, such as those based on the Transformer architecture, highlight the struggle for efficient data utilization and the associated cost of developing advanced algorithms. For the commercialization practice, the burst of the AI investment bubble and discussions about AI potentially replacing traditional labor further complicate the industryś trajectory. As the AI industrial ecosystem evolves, there is a need for coordinated solutions and the development of comprehensive industry standards to propel the AI industry toward sustained and healthy growth. This paper concludes significant hurdles as follows: Firstly, there is a misalignment between AI model demands and industry integration, resulting in a talent gap and high commercialization costs. Secondly, there is a structural imbalance in talent supply and demand, with a shortage of high-quality AI professionals. Lastly, on the supply side of AI models, technical bottlenecks and limitations are hindering broad applications. Additionally, the lack of well-established ethical standards and industry norms globally poses challenges in governance, impacting the acceptance and effective utilization of AI applications. The journey of AI from its conceptualization to the present day reflects a continuous struggle between technological advancements and the complexities of societal integration. The "" i7C"" framework, which integrates seven key elements: data for computing, computing arithmetic, computing power, computing knowledge, computing scenario, computing talents, and ethics in computing, is proposed to address these obstacles. The "" i7C"" framework builds a robust AI infrastructure with hardware capabilities such as data for computing, computing arithmetic, and computing power. With computing knowledge and scenarios, it promotes the commercial application of AI technologies. Besides, it systematically cultivates computing talents, fully implements industry application standards, actively responds to ethical concerns in society, and forms a strong cultural bond to drive collaborative and mutually beneficial efforts among all members of the ecosystem. Thus, the AI industry ecosystem achieves sustainable development. To achieve the sustainable development of the AI business ecosystem, core enterprises in the AI industry ecosystem should collaborate with leading partners to collectively build AI infrastructure, drive the commercial application of AI technologies, and together foster a sustainable cultural bond to attract and stimulate more AI ecosystem partners. The AI industry faces challenges in implementation, unclear regulations, and a costly, low - sharing environment. To address this, the “i7C” framework is essential for AI to integrate seamlessly and empower diverse industries. © 2025 Elsevier B.V., All rights reserved."
"A., Abraham, Anuj; T., Aldhanhani, Tasneim; W., Hamidouche, Wassim; M.F., F Shaaban, Mostafa F.","Abraham, Anuj (55616882600); Aldhanhani, Tasneim (57194342406); Hamidouche, Wassim (35810434100); F Shaaban, Mostafa F. (26434445500)","55616882600; 57194342406; 35810434100; 26434445500","Harnessing the Power of Large Language Models for Sustainable and Intelligent Transportation Systems in the Electric Vehicle Era","2025","Lecture Notes in Intelligent Transportation and Infrastructure","10.1007/978-3-031-72959-1_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000600826&doi=10.1007%2F978-3-031-72959-1_5&partnerID=40&md5=a9dc2f66a3d4f9ce9812f736cb6604db","Urban ecosystems in the midst of digital transformation utilize technologies like Internet of Things (IoT), big data, and artificial intelligence (AI) to elevate citizens’ well-being and champion sustainable development. Notably, LLMs such as GPT-3 or GPT-4, crafted by OpenAI, and Google’s AI tools like Gemini and Bard, stand as pivotal components, holding immense potential to revolutionize EVs in smart city initiatives. Generative AI and LLM integration prove influential in optimizing EV functionalities, enhancing security, and fortifying data privacy. This chapter delves into battery technology, battery capacities, energy storage, charging infrastructure optimization, autonomous driving, educational outreach, energy management, and predictive maintenance. In particular, LLMs address EV challenges by optimizing routes, speeds, and behaviors, reducing energy usage and emissions. They facilitate the smart integration of EVs and renewable energy sources, managing charging schedules based on availability and grid demands. Additionally, LLMs contribute to public education on EV benefits, environmental impact, cost savings, and sustainable transportation promotion. The chapter explores synergies between LLMs and EVs, focusing on potential applications and challenges, propelling progress in ITSs. Similarly, Multimodal Large Language Models (MLLMs) and their potential applications in the era of the EV represent a promising frontier in this landscape, offering enhanced capabilities to interpret and generate multimodal data, further enriching the EV ecosystem. © 2025 Elsevier B.V., All rights reserved."
"V.C., Storey, Veda Catherine; W.T., Yue, Wei T.; J.L., Zhao, Jianliang Leon; R., Lukyanenko, Roman","Storey, Veda Catherine (7003462863); Yue, Wei T. (8925768600); Zhao, Jianliang Leon (35304354800); Lukyanenko, Roman (37007689800)","7003462863; 8925768600; 35304354800; 37007689800","Generative Artificial Intelligence: Evolving Technology, Growing Societal Impact, and Opportunities for Information Systems Research","2025","Information Systems Frontiers","10.1007/s10796-025-10581-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218867738&doi=10.1007%2Fs10796-025-10581-7&partnerID=40&md5=a749c6f69ce9ca49918c91ad2de2b7f5","The continuing, explosive developments in generative artificial intelligence (GenAI), built on large language models and related algorithms, has led to much excitement and speculation about the potential impact of this new technology. Claims include artificial intelligence (AI) being poised to revolutionize business and society and dramatically change personal life. However, it is not clear how this technology, with its significantly distinct features from past AI technologies, has transformative potential or how researchers in information systems should react to it. In this paper, we consider the evolving and emerging trends of AI in order to examine its present and predict its future impacts. Many existing papers on GenAI are either too technical for most information systems researchers or lack the depth needed to appreciate the potential impacts of GenAI. We, therefore, attempt to bridge the technical and organizational communities of GenAI from a system-oriented sociotechnical perspective. Specifically, we explore the unique features of GenAI, which are rooted in the continued change from symbolism to connectionism, and the deep systemic and inherent properties of human-AI ecosystems. We retrace the evolution of AI that proceeded the level of adoption, adaption, and use found today, in order to propose future research on various impacts of GenAI in both business and society within the context of information systems research. Our efforts are intended to contribute to the creation of a well-structured research agenda in the information systems community to support innovative strategies and operations enabled by this new wave of AI. © 2025 Elsevier B.V., All rights reserved."
"R., Kumar, Ranjan","Kumar, Ranjan (57200220471)","57200220471","Stones2Milestones fREADom: building the English operating system (OS) for the world","2025","Emerald Emerging Markets Case Studies","10.1108/EEMCS-08-2024-0330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216995089&doi=10.1108%2FEEMCS-08-2024-0330&partnerID=40&md5=515d0c84ec00057641c60f32305d97ba","Learning outcomes: The case is designed taking into consideration the three learning domains of Bloom’s Taxonomy (Bloom et al., 1956) – cognitive, i.e. knowledge and thinking; affective, i.e. feelings and attitude; and psychomotor, i.e. specific applied skills. Accordingly, these learning objectives are identified:▪ to frame a data and insights-driven design challenge and communicate product and solution design ideas clearly (LO 1);▪ to understand and apply the design thinking process for data science and AI-enabled digital product ecosystem innovation (LO 2);▪ to deploy a structured methodology for adapting a data science and AI-enabled digital product ecosystem in diverse markets (LO 3); and▪ to create a digital product management and go-to-market roadmap for tapping new markets (LO 4). Case overview/synopsis: Stones2Milestones (S2M), a pioneering Indian EdTech company founded in 2009, is preparing to script a first-of-its-kind global success story with Freadom, its machine learning and artificial intelligence-enabled English learning product suite, being used by over 7,500 schools and 1 million-plus K-12 students. Driven by the mission of creating a nation of readers and helping every child “find their place in the world”, the bootstrapped social venture struggled to sustain itself in the initial years despite a healthy uptake by schools of its evocatively named offering, Wings of Words (WOW) that aimed to inculcate the habit of reading among 3–12-year-olds through storytelling. In 2016, S2M pivoted to a product-based model led by technology and digital innovations, launching Freadom, an adaptive mobile reading app that logged an exponential growth in its user base. By 2019, Freadom’s remarkable vision, a data science-led product map, and its enormous potential for global socio-economic impact had earned it a serendipitous association with Stanford University as a mentor and collaborator. Over the next four years, S2M’s contrarian bet on a data science and analytics-led product development strategy, an obsessive focus on user-centric continuous product innovation, foresight to translate the Covid-19 pandemic crisis into an opportunity, and strategic impetus to leverage the Stanford association led to 20-fold growth in its user base, sustained commercial success and global recognition. Enthused by Freadom’s growing success and its untapped global potential in transforming English language skill-acquisition as an essential life-skill among learners in 110-plus English-as-second-language (ESL) countries, the S2M product team had christened Freadom as the “English OS for the World.” In November 2023, in pursuit of ambitious global aspirations, S2M entered into a partnership with the Finnish Global Education Solutions (FGES), a member of Education Finland program controlled by the Finnish National Agency for Education. The S2M-FGES joint venture, by leveraging the mutually complementary strengths of the two partners – a market-leading data science and AI-based product suite with the Stanford pedigree, user-centric innovation expertise, an established and loyal customer base, easy access to low-cost tech and data science talent, sales and distribution capabilities and the global stature of the renowned Finnish school education system that could open doors – aims to further develop and deploy Freadom on the international stage. The case introduces Freadom at this pivotal juncture, identifying underlying dilemmas and challenges that must be addressed towards realizing its global potential. How could Freadom’s ambition fructify, of establishing a made-in-India English learning product suite as the “English OS for the world” in mature global ESL markets, an audacious dream that had never been attempted before? Would the product development, customer acquisition and market expansion approaches aimed at “creating a nation of readers” that had worked so well in India, be replicable in diverse K-12 learning landscapes such as South Korea, Singapore, Middle East and Finland, that were very different, each of them unique in its own way – in socio-cultural, linguistic, educational and pedagogical environment? And, how could Freadom continue to deliver on its promise of being the ultimate English learning platform for 3–12-year-old K-12 students globally, helping them find “their place in the world?” Complexity academic level: This case can be used in courses or modules on data science and AI-based solutioning, design thinking and communication, user-centric problem-solving, creativity, innovation, social entrepreneurship, new product planning and development, digital product management, customer experience (Cx) management, sustainable development and international business. The case focuses on the contemporary theme of data science and AI-based design thinking as a tool to understand and frame a socially-pertinent need gap and design challenge, communicate and evaluate ideas and drive sustained user-centric innovation in a digital ecosystem. The surrounding context of this case pertains to social and impact entrepreneurship in an emerging economy with high socio-economic disparities, and underscores the potential for grassroots digital innovations originating from emerging markets to address societal and human development need gaps globally, including in developed economies. This case, therefore, presents a unique opportunity to the faculty at global business schools, which have a fairly diverse class mix from developed and large emerging economies, to generate an enriching discussion on the multifaceted potential of “border-less” social entrepreneurship and innovation. The pertinent theme and surrounding context make the case particularly relevant for the following suggested courses/modules: core/introductory courses on innovation, data science and digital technologies, problem-solving, communication, social entrepreneurship, product management, emerging economies, international business and sustainable development; and elective courses on data science and AI applications, design thinking and communication, educational technology (EdTech), entrepreneurship in emerging economies, creativity and problem-solving, digital business, social and impact entrepreneurship, sustainable business strategy, international expansion and customer-centric communication. Supplementary material: Teaching notes are available for educators only. Subject code: CSS11: Strategy. © 2025 Elsevier B.V., All rights reserved."
